,X,Y,AP1 RTT(mm),AP6 RTT(mm),AP7 RTT(mm),AP1 RSS(dBm),AP6 RSS(dBm),AP7 RSS(dBm),LOS APs
1695,1.0,0.0,1173.0,1648.0,810.0,-59.0,-64.0,-58.0,1 6 7
1696,1.0,0.0,1251.0,1604.0,515.0,-59.0,-63.0,-58.0,1 6 7
1697,1.0,0.0,1220.0,1608.0,812.0,-59.0,-63.0,-57.0,1 6 7
1698,1.0,0.0,1376.0,1541.0,489.0,-58.0,-64.0,-58.0,1 6 7
1699,1.0,0.0,1176.0,1595.0,576.0,-58.0,-64.0,-58.0,1 6 7
1700,1.0,0.0,1251.0,1572.0,461.0,-57.0,-64.0,-58.0,1 6 7
1701,1.0,0.0,1254.0,1651.0,578.0,-57.0,-64.0,-58.0,1 6 7
1702,1.0,0.0,1286.0,1639.0,662.0,-57.0,-64.0,-58.0,1 6 7
1703,1.0,0.0,1098.0,1667.0,636.0,-57.0,-63.0,-58.0,1 6 7
1704,1.0,0.0,1254.0,1598.0,749.0,-58.0,-63.0,-58.0,1 6 7
1705,1.0,0.0,1176.0,1593.0,758.0,-58.0,-64.0,-58.0,1 6 7
1706,1.0,0.0,1176.0,1651.0,810.0,-58.0,-64.0,-58.0,1 6 7
1707,1.0,0.0,1298.0,1220.0,491.0,-58.0,-63.0,-58.0,1 6 7
1708,1.0,0.0,1367.0,1645.0,779.0,-58.0,-63.0,-58.0,1 6 7
1709,1.0,0.0,1364.0,1689.0,433.0,-58.0,-63.0,-58.0,1 6 7
1710,1.0,0.0,1245.0,1686.0,721.0,-58.0,-64.0,-58.0,1 6 7
1711,1.0,0.0,1404.0,899.0,573.0,-58.0,-63.0,-58.0,1 6 7
1712,1.0,0.0,1139.0,1642.0,636.0,-59.0,-64.0,-58.0,1 6 7
1713,1.0,0.0,1170.0,1595.0,669.0,-57.0,-63.0,-57.0,1 6 7
1714,1.0,0.0,1139.0,1629.0,990.0,-58.0,-64.0,-57.0,1 6 7
1715,1.0,0.0,1220.0,1636.0,868.0,-58.0,-63.0,-58.0,1 6 7
1716,1.0,0.0,1136.0,1645.0,545.0,-58.0,-63.0,-57.0,1 6 7
1717,1.0,0.0,1136.0,1473.0,552.0,-59.0,-63.0,-57.0,1 6 7
1718,1.0,0.0,1098.0,1633.0,697.0,-59.0,-63.0,-57.0,1 6 7
1719,1.0,0.0,1136.0,1604.0,1042.0,-58.0,-63.0,-58.0,1 6 7
1720,1.0,0.0,1255.0,1586.0,433.0,-59.0,-63.0,-58.0,1 6 7
1721,1.0,0.0,1197.0,1648.0,608.0,-58.0,-63.0,-58.0,1 6 7
1722,1.0,0.0,1211.0,1648.0,484.0,-59.0,-63.0,-57.0,1 6 7
1723,1.0,0.0,1218.0,1487.0,782.0,-58.0,-63.0,-58.0,1 6 7
1724,1.0,0.0,1136.0,1720.0,397.0,-58.0,-63.0,-58.0,1 6 7
1725,1.0,0.0,1176.0,1636.0,613.0,-57.0,-63.0,-58.0,1 6 7
1726,1.0,0.0,1173.0,1642.0,639.0,-58.0,-63.0,-58.0,1 6 7
1727,1.0,0.0,1211.0,1598.0,515.0,-59.0,-64.0,-58.0,1 6 7
1728,1.0,0.0,1251.0,1611.0,543.0,-58.0,-63.0,-58.0,1 6 7
1729,1.0,0.0,1129.0,1526.0,721.0,-58.0,-63.0,-58.0,1 6 7
1730,1.0,0.0,1173.0,1717.0,489.0,-58.0,-64.0,-58.0,1 6 7
1731,1.0,0.0,1179.0,1761.0,693.0,-59.0,-63.0,-57.0,1 6 7
1732,1.0,0.0,1164.0,1609.0,547.0,-59.0,-63.0,-57.0,1 6 7
1733,1.0,0.0,1170.0,1723.0,489.0,-58.0,-63.0,-58.0,1 6 7
1734,1.0,0.0,1326.0,1710.0,782.0,-58.0,-63.0,-58.0,1 6 7
1735,1.0,0.0,1283.0,1601.0,754.0,-58.0,-63.0,-57.0,1 6 7
1736,1.0,0.0,1295.0,1598.0,716.0,-58.0,-63.0,-58.0,1 6 7
1737,1.0,0.0,1207.0,1529.0,871.0,-59.0,-63.0,-57.0,1 6 7
1738,1.0,0.0,1214.0,1626.0,726.0,-58.0,-63.0,-58.0,1 6 7
1739,1.0,0.0,1248.0,1686.0,404.0,-58.0,-63.0,-58.0,1 6 7
1740,1.0,0.0,1176.0,1679.0,463.0,-59.0,-63.0,-58.0,1 6 7
1741,1.0,0.0,1170.0,1604.0,660.0,-59.0,-64.0,-58.0,1 6 7
1742,1.0,0.0,1276.0,1630.0,986.0,-58.0,-64.0,-58.0,1 6 7
1743,1.0,0.0,1101.0,1629.0,665.0,-58.0,-63.0,-58.0,1 6 7
1744,1.0,0.0,1051.0,1729.0,662.0,-58.0,-63.0,-57.0,1 6 7
1745,1.0,0.0,1245.0,1645.0,669.0,-58.0,-64.0,-58.0,1 6 7
1746,1.0,0.0,1208.0,1611.0,665.0,-58.0,-63.0,-58.0,1 6 7
1747,1.0,0.0,1176.0,1658.0,693.0,-59.0,-63.0,-57.0,1 6 7
1748,1.0,0.0,1211.0,1630.0,866.0,-58.0,-64.0,-58.0,1 6 7
1749,1.0,0.0,1217.0,1673.0,777.0,-59.0,-63.0,-58.0,1 6 7
1750,1.0,0.0,1317.0,1686.0,718.0,-58.0,-63.0,-58.0,1 6 7
1751,1.0,0.0,1248.0,1642.0,540.0,-58.0,-63.0,-58.0,1 6 7
1752,1.0,0.0,1217.0,1729.0,639.0,-58.0,-63.0,-58.0,1 6 7
1753,1.0,0.0,1214.0,1551.0,369.0,-57.0,-63.0,-58.0,1 6 7
1754,1.0,0.0,1098.0,1647.0,716.0,-57.0,-63.0,-58.0,1 6 7
1755,1.0,0.0,1167.0,1636.0,744.0,-57.0,-62.0,-57.0,1 6 7
1756,1.0,0.0,1204.0,1648.0,787.0,-57.0,-63.0,-58.0,1 6 7
1757,1.0,0.0,1204.0,1514.0,728.0,-56.0,-63.0,-58.0,1 6 7
1758,1.0,0.0,1295.0,1551.0,576.0,-57.0,-63.0,-58.0,1 6 7
1759,1.0,0.0,1208.0,1636.0,927.0,-57.0,-64.0,-58.0,1 6 7
1760,1.0,0.0,1214.0,1711.0,458.0,-59.0,-63.0,-58.0,1 6 7
1761,1.0,0.0,1139.0,1679.0,838.0,-57.0,-62.0,-58.0,1 6 7
1762,1.0,0.0,1136.0,1573.0,749.0,-57.0,-63.0,-58.0,1 6 7
1763,1.0,0.0,1220.0,1679.0,1009.0,-57.0,-63.0,-58.0,1 6 7
1764,1.0,0.0,1173.0,1639.0,608.0,-57.0,-63.0,-58.0,1 6 7
1765,1.0,0.0,1183.0,1520.0,836.0,-57.0,-63.0,-58.0,1 6 7
1766,1.0,0.0,1020.0,1637.0,754.0,-57.0,-61.0,-58.0,1 6 7
1767,1.0,0.0,1204.0,1748.0,512.0,-58.0,-63.0,-57.0,1 6 7
1768,1.0,0.0,1061.0,1648.0,463.0,-57.0,-63.0,-58.0,1 6 7
1769,1.0,0.0,1139.0,1648.0,627.0,-58.0,-64.0,-58.0,1 6 7
1770,1.0,0.0,1083.0,1636.0,695.0,-57.0,-64.0,-58.0,1 6 7
1771,1.0,0.0,1011.0,1518.0,632.0,-57.0,-64.0,-58.0,1 6 7
1772,1.0,0.0,1092.0,1636.0,815.0,-57.0,-65.0,-58.0,1 6 7
1773,1.0,0.0,1092.0,1567.0,747.0,-57.0,-64.0,-58.0,1 6 7
1774,1.0,0.0,1051.0,1633.0,580.0,-57.0,-64.0,-58.0,1 6 7
1775,1.0,0.0,1167.0,1642.0,838.0,-57.0,-64.0,-58.0,1 6 7
1776,1.0,0.0,1239.0,1573.0,693.0,-58.0,-64.0,-58.0,1 6 7
1777,1.0,0.0,1098.0,1517.0,372.0,-58.0,-63.0,-58.0,1 6 7
1778,1.0,0.0,1242.0,1604.0,367.0,-57.0,-63.0,-58.0,1 6 7
1779,1.0,0.0,1061.0,1633.0,1051.0,-57.0,-63.0,-58.0,1 6 7
1780,1.0,0.0,1326.0,1600.0,810.0,-58.0,-63.0,-58.0,1 6 7
1781,1.0,0.0,1098.0,1711.0,925.0,-58.0,-64.0,-58.0,1 6 7
1782,1.0,0.0,1051.0,1708.0,515.0,-58.0,-63.0,-58.0,1 6 7
1783,1.0,0.0,1142.0,1628.0,690.0,-57.0,-64.0,-57.0,1 6 7
1784,1.0,0.0,1089.0,1648.0,1016.0,-56.0,-62.0,-58.0,1 6 7
1785,1.0,0.0,1333.0,1558.0,489.0,-57.0,-64.0,-58.0,1 6 7
1786,1.0,0.0,1051.0,1673.0,932.0,-57.0,-64.0,-57.0,1 6 7
1787,1.0,0.0,1136.0,1648.0,519.0,-58.0,-64.0,-57.0,1 6 7
1788,1.0,0.0,1098.0,1595.0,543.0,-58.0,-64.0,-58.0,1 6 7
1789,1.0,0.0,1086.0,1433.0,369.0,-58.0,-64.0,-58.0,1 6 7
1790,1.0,0.0,1170.0,1598.0,838.0,-58.0,-64.0,-58.0,1 6 7
1791,1.0,0.0,1095.0,1648.0,430.0,-57.0,-64.0,-58.0,1 6 7
1792,1.0,0.0,1258.0,1508.0,986.0,-58.0,-64.0,-58.0,1 6 7
1793,1.0,0.0,1164.0,1601.0,545.0,-59.0,-64.0,-58.0,1 6 7
1794,1.0,0.0,1204.0,1548.0,493.0,-58.0,-64.0,-57.0,1 6 7
1795,1.0,0.0,1126.0,1679.0,901.0,-58.0,-64.0,-58.0,1 6 7
1796,1.0,0.0,1320.0,1450.0,751.0,-58.0,-63.0,-57.0,1 6 7
1797,1.0,0.0,1136.0,1648.0,496.0,-58.0,-63.0,-58.0,1 6 7
1798,1.0,0.0,1286.0,1648.0,629.0,-58.0,-64.0,-58.0,1 6 7
1799,1.0,0.0,1204.0,1636.0,716.0,-57.0,-64.0,-58.0,1 6 7
1800,2.0,-2.0,1404.0,1008.0,1834.0,-59.0,-60.0,-52.0,1 6 7
1801,2.0,-2.0,1445.0,976.0,2071.0,-62.0,-61.0,-54.0,1 6 7
1802,2.0,-2.0,1489.0,973.0,1572.0,-60.0,-61.0,-54.0,1 6 7
1803,2.0,-2.0,1676.0,976.0,1776.0,-59.0,-60.0,-54.0,1 6 7
1804,2.0,-2.0,1489.0,1133.0,1508.0,-59.0,-59.0,-53.0,1 6 7
1805,2.0,-2.0,1486.0,867.0,1747.0,-62.0,-58.0,-53.0,1 6 7
1806,2.0,-2.0,1401.0,892.0,1890.0,-59.0,-62.0,-53.0,1 6 7
1807,2.0,-2.0,1529.0,904.0,1686.0,-57.0,-59.0,-55.0,1 6 7
1808,2.0,-2.0,1363.0,908.0,1806.0,-57.0,-60.0,-52.0,1 6 7
1809,2.0,-2.0,1554.0,948.0,1513.0,-63.0,-61.0,-53.0,1 6 7
1810,2.0,-2.0,1642.0,861.0,1572.0,-62.0,-60.0,-54.0,1 6 7
1811,2.0,-2.0,1517.0,829.0,1984.0,-61.0,-60.0,-53.0,1 6 7
1812,2.0,-2.0,1483.0,789.0,1719.0,-57.0,-61.0,-52.0,1 6 7
1813,2.0,-2.0,1601.0,908.0,1565.0,-57.0,-61.0,-54.0,1 6 7
1814,2.0,-2.0,1439.0,1051.0,1483.0,-59.0,-59.0,-54.0,1 6 7
1815,2.0,-2.0,1476.0,979.0,1572.0,-60.0,-63.0,-53.0,1 6 7
1816,2.0,-2.0,1561.0,1198.0,1954.0,-59.0,-61.0,-52.0,1 6 7
1817,2.0,-2.0,1564.0,1054.0,1717.0,-58.0,-62.0,-53.0,1 6 7
1818,2.0,-2.0,1479.0,867.0,2038.0,-59.0,-60.0,-54.0,1 6 7
1819,2.0,-2.0,1361.0,970.0,1401.0,-59.0,-62.0,-53.0,1 6 7
1820,2.0,-2.0,1483.0,870.0,1949.0,-61.0,-61.0,-52.0,1 6 7
1821,2.0,-2.0,1492.0,742.0,1923.0,-61.0,-61.0,-53.0,1 6 7
1822,2.0,-2.0,1605.0,811.0,1684.0,-63.0,-60.0,-52.0,1 6 7
1823,2.0,-2.0,1683.0,942.0,1928.0,-61.0,-60.0,-51.0,1 6 7
1824,2.0,-2.0,1561.0,845.0,1454.0,-63.0,-61.0,-54.0,1 6 7
1825,2.0,-2.0,1517.0,1017.0,1921.0,-57.0,-58.0,-52.0,1 6 7
1826,2.0,-2.0,1448.0,770.0,1745.0,-58.0,-62.0,-55.0,1 6 7
1827,2.0,-2.0,1561.0,1017.0,1396.0,-62.0,-58.0,-55.0,1 6 7
1828,2.0,-2.0,1222.0,783.0,1715.0,-61.0,-60.0,-54.0,1 6 7
1829,2.0,-2.0,1333.0,786.0,1865.0,-59.0,-61.0,-54.0,1 6 7
1830,2.0,-2.0,1476.0,864.0,1832.0,-61.0,-60.0,-54.0,1 6 7
1831,2.0,-2.0,1598.0,1133.0,1923.0,-59.0,-61.0,-53.0,1 6 7
1832,2.0,-2.0,1598.0,945.0,1890.0,-65.0,-59.0,-53.0,1 6 7
1833,2.0,-2.0,1375.0,867.0,1602.0,-58.0,-60.0,-54.0,1 6 7
1834,2.0,-2.0,1608.0,1045.0,1895.0,-60.0,-59.0,-52.0,1 6 7
1835,2.0,-2.0,1676.0,1020.0,1893.0,-58.0,-59.0,-52.0,1 6 7
1836,2.0,-2.0,1683.0,901.0,1722.0,-59.0,-60.0,-51.0,1 6 7
1837,2.0,-2.0,1520.0,1204.0,2036.0,-59.0,-58.0,-52.0,1 6 7
1838,2.0,-2.0,1336.0,942.0,1954.0,-60.0,-60.0,-51.0,1 6 7
1839,2.0,-2.0,1398.0,1095.0,1635.0,-61.0,-58.0,-54.0,1 6 7
1840,2.0,-2.0,1476.0,976.0,1454.0,-60.0,-61.0,-53.0,1 6 7
1841,2.0,-2.0,1370.0,1048.0,1607.0,-58.0,-58.0,-54.0,1 6 7
1842,2.0,-2.0,1483.0,1142.0,1745.0,-57.0,-58.0,-54.0,1 6 7
1843,2.0,-2.0,1489.0,1054.0,1630.0,-63.0,-59.0,-53.0,1 6 7
1844,2.0,-2.0,1601.0,829.0,1665.0,-61.0,-58.0,-54.0,1 6 7
1845,2.0,-2.0,1451.0,1095.0,1806.0,-59.0,-58.0,-52.0,1 6 7
1846,2.0,-2.0,1651.0,1129.0,1543.0,-59.0,-57.0,-53.0,1 6 7
1847,2.0,-2.0,1511.0,948.0,1572.0,-59.0,-59.0,-55.0,1 6 7
1848,2.0,-2.0,1648.0,1017.0,1719.0,-57.0,-60.0,-53.0,1 6 7
1849,2.0,-2.0,1648.0,848.0,1808.0,-57.0,-61.0,-52.0,1 6 7
1850,2.0,-2.0,1526.0,904.0,2097.0,-59.0,-60.0,-52.0,1 6 7
1851,2.0,-2.0,1598.0,1058.0,1954.0,-61.0,-59.0,-52.0,1 6 7
1852,2.0,-2.0,1676.0,829.0,1248.0,-61.0,-61.0,-53.0,1 6 7
1853,2.0,-2.0,1326.0,898.0,1605.0,-59.0,-63.0,-54.0,1 6 7
1854,2.0,-2.0,1792.0,867.0,1337.0,-62.0,-61.0,-54.0,1 6 7
1855,2.0,-2.0,1633.0,1045.0,1661.0,-58.0,-62.0,-54.0,1 6 7
1856,2.0,-2.0,1523.0,983.0,1424.0,-58.0,-61.0,-53.0,1 6 7
1857,2.0,-2.0,1398.0,936.0,1724.0,-58.0,-60.0,-53.0,1 6 7
1858,2.0,-2.0,1489.0,1129.0,1604.0,-59.0,-61.0,-53.0,1 6 7
1859,2.0,-2.0,1436.0,936.0,1630.0,-58.0,-62.0,-53.0,1 6 7
1860,2.0,-2.0,1326.0,973.0,1804.0,-58.0,-61.0,-53.0,1 6 7
1861,2.0,-2.0,1408.0,829.0,1335.0,-59.0,-62.0,-54.0,1 6 7
1862,2.0,-2.0,1523.0,936.0,1923.0,-58.0,-60.0,-53.0,1 6 7
1863,2.0,-2.0,1483.0,826.0,1806.0,-59.0,-60.0,-52.0,1 6 7
1864,2.0,-2.0,1570.0,1092.0,1834.0,-60.0,-60.0,-52.0,1 6 7
1865,2.0,-2.0,1561.0,942.0,2040.0,-60.0,-59.0,-52.0,1 6 7
1866,2.0,-2.0,1526.0,898.0,2129.0,-60.0,-59.0,-52.0,1 6 7
1867,2.0,-2.0,1492.0,986.0,2158.0,-61.0,-58.0,-51.0,1 6 7
1868,2.0,-2.0,1445.0,898.0,2181.0,-60.0,-60.0,-52.0,1 6 7
1869,2.0,-2.0,1529.0,908.0,1712.0,-60.0,-61.0,-52.0,1 6 7
1870,2.0,-2.0,1404.0,908.0,1893.0,-60.0,-60.0,-52.0,1 6 7
1871,2.0,-2.0,1523.0,979.0,1689.0,-60.0,-60.0,-52.0,1 6 7
1872,2.0,-2.0,1483.0,1042.0,1836.0,-59.0,-59.0,-52.0,1 6 7
1873,2.0,-2.0,1561.0,986.0,1806.0,-59.0,-60.0,-53.0,1 6 7
1874,2.0,-2.0,1523.0,1167.0,1661.0,-59.0,-60.0,-53.0,1 6 7
1875,2.0,-2.0,1520.0,1026.0,1719.0,-59.0,-60.0,-53.0,1 6 7
1876,2.0,-2.0,1523.0,1045.0,1665.0,-60.0,-60.0,-53.0,1 6 7
1877,2.0,-2.0,1567.0,904.0,1804.0,-60.0,-61.0,-53.0,1 6 7
1878,2.0,-2.0,1483.0,948.0,2214.0,-60.0,-60.0,-52.0,1 6 7
1879,2.0,-2.0,1526.0,986.0,1630.0,-60.0,-61.0,-53.0,1 6 7
1880,2.0,-2.0,1526.0,973.0,1808.0,-60.0,-60.0,-53.0,1 6 7
1881,2.0,-2.0,1526.0,973.0,1630.0,-59.0,-61.0,-53.0,1 6 7
1882,2.0,-2.0,1448.0,1120.0,1977.0,-59.0,-61.0,-53.0,1 6 7
1883,2.0,-2.0,1529.0,986.0,1949.0,-59.0,-61.0,-52.0,1 6 7
1884,2.0,-2.0,1483.0,1017.0,1956.0,-59.0,-60.0,-52.0,1 6 7
1885,2.0,-2.0,1523.0,1026.0,1956.0,-58.0,-59.0,-53.0,1 6 7
1886,2.0,-2.0,1676.0,1054.0,1656.0,-58.0,-59.0,-53.0,1 6 7
1887,2.0,-2.0,1639.0,1014.0,1602.0,-58.0,-59.0,-53.0,1 6 7
1888,2.0,-2.0,1561.0,1011.0,1752.0,-58.0,-59.0,-54.0,1 6 7
1889,2.0,-2.0,1604.0,976.0,2040.0,-58.0,-59.0,-53.0,1 6 7
1890,2.0,-2.0,1567.0,1129.0,1633.0,-58.0,-60.0,-53.0,1 6 7
1891,2.0,-2.0,1486.0,908.0,1926.0,-59.0,-61.0,-54.0,1 6 7
1892,2.0,-2.0,1561.0,1011.0,1839.0,-60.0,-60.0,-53.0,1 6 7
1893,2.0,-2.0,1526.0,945.0,2068.0,-62.0,-59.0,-52.0,1 6 7
1894,2.0,-2.0,1526.0,1095.0,1986.0,-62.0,-60.0,-53.0,1 6 7
1895,2.0,-2.0,1404.0,967.0,1860.0,-62.0,-61.0,-53.0,1 6 7
1896,2.0,-2.0,1439.0,870.0,1811.0,-60.0,-61.0,-53.0,1 6 7
1897,2.0,-2.0,1483.0,901.0,1541.0,-62.0,-61.0,-53.0,1 6 7
1898,2.0,-2.0,1333.0,823.0,1715.0,-63.0,-61.0,-53.0,1 6 7
1899,2.0,-2.0,1404.0,908.0,1839.0,-63.0,-59.0,-53.0,1 6 7
1900,2.0,-2.0,1404.0,1058.0,1693.0,-61.0,-60.0,-53.0,1 6 7
1901,2.0,-2.0,1398.0,1086.0,1515.0,-64.0,-57.0,-53.0,1 6 7
1902,2.0,-2.0,1411.0,1133.0,1546.0,-63.0,-59.0,-53.0,1 6 7
1903,2.0,-2.0,1432.0,1048.0,1454.0,-63.0,-58.0,-53.0,1 6 7
1904,2.0,-2.0,1404.0,904.0,1836.0,-63.0,-59.0,-53.0,1 6 7
1905,2.0,-2.0,1414.0,1086.0,1541.0,-62.0,-60.0,-53.0,1 6 7
1906,2.0,-2.0,1367.0,979.0,1689.0,-62.0,-59.0,-53.0,1 6 7
1907,2.0,-2.0,1176.0,986.0,1630.0,-62.0,-59.0,-53.0,1 6 7
1908,2.0,-2.0,1364.0,908.0,2129.0,-62.0,-61.0,-53.0,1 6 7
1909,2.0,-2.0,1483.0,1123.0,1747.0,-60.0,-59.0,-54.0,1 6 7
1910,2.0,-2.0,1448.0,945.0,1724.0,-63.0,-59.0,-53.0,1 6 7
1911,2.0,-2.0,1486.0,901.0,2012.0,-60.0,-60.0,-53.0,1 6 7
1912,2.0,-2.0,1489.0,908.0,1895.0,-60.0,-60.0,-53.0,1 6 7
1913,2.0,-2.0,1601.0,1045.0,2129.0,-60.0,-60.0,-53.0,1 6 7
1914,2.0,-2.0,1517.0,1054.0,1370.0,-60.0,-58.0,-53.0,1 6 7
1915,2.0,-2.0,1520.0,948.0,1982.0,-63.0,-59.0,-53.0,1 6 7
1916,2.0,-2.0,1483.0,1136.0,1930.0,-64.0,-60.0,-53.0,1 6 7
1917,2.0,-2.0,1523.0,1079.0,1518.0,-63.0,-60.0,-53.0,1 6 7
1918,2.0,-2.0,1526.0,948.0,1717.0,-59.0,-61.0,-52.0,1 6 7
1919,2.0,-2.0,1711.0,1167.0,1926.0,-59.0,-60.0,-52.0,1 6 7
1920,2.0,-1.0,1190.0,311.0,1656.0,-58.0,-55.0,-55.0,1 6 7
1921,2.0,-1.0,1490.0,342.0,1368.0,-58.0,-58.0,-57.0,1 6 7
1922,2.0,-1.0,1335.0,748.0,1633.0,-58.0,-58.0,-57.0,1 6 7
1923,2.0,-1.0,1207.0,792.0,1391.0,-58.0,-58.0,-56.0,1 6 7
1924,2.0,-1.0,1222.0,808.0,1754.0,-58.0,-58.0,-57.0,1 6 7
1925,2.0,-1.0,1673.0,536.0,2038.0,-59.0,-57.0,-56.0,1 6 7
1926,2.0,-1.0,1337.0,498.0,1862.0,-59.0,-58.0,-57.0,1 6 7
1927,2.0,-1.0,1281.0,223.0,1773.0,-58.0,-60.0,-57.0,1 6 7
1928,2.0,-1.0,1014.0,76.0,1923.0,-58.0,-59.0,-57.0,1 6 7
1929,2.0,-1.0,1159.0,473.0,1637.0,-58.0,-58.0,-57.0,1 6 7
1930,2.0,-1.0,1689.0,464.0,1836.0,-58.0,-58.0,-56.0,1 6 7
1931,2.0,-1.0,1337.0,342.0,1314.0,-58.0,-58.0,-57.0,1 6 7
1932,2.0,-1.0,1431.0,436.0,1858.0,-58.0,-58.0,-57.0,1 6 7
1933,2.0,-1.0,1309.0,389.0,1536.0,-58.0,-57.0,-57.0,1 6 7
1934,2.0,-1.0,1049.0,583.0,1515.0,-58.0,-58.0,-57.0,1 6 7
1935,2.0,-1.0,1342.0,636.0,1724.0,-58.0,-58.0,-57.0,1 6 7
1936,2.0,-1.0,1422.0,273.0,1574.0,-58.0,-57.0,-57.0,1 6 7
1937,2.0,-1.0,1567.0,386.0,1900.0,-58.0,-58.0,-56.0,1 6 7
1938,2.0,-1.0,1422.0,636.0,1773.0,-58.0,-58.0,-57.0,1 6 7
1939,2.0,-1.0,1483.0,473.0,1483.0,-58.0,-58.0,-57.0,1 6 7
1940,2.0,-1.0,1337.0,517.0,1391.0,-58.0,-58.0,-57.0,1 6 7
1941,2.0,-1.0,1569.0,555.0,1372.0,-58.0,-57.0,-57.0,1 6 7
1942,2.0,-1.0,1337.0,423.0,1661.0,-59.0,-58.0,-57.0,1 6 7
1943,2.0,-1.0,1450.0,236.0,1890.0,-58.0,-57.0,-57.0,1 6 7
1944,2.0,-1.0,1396.0,348.0,1572.0,-58.0,-58.0,-57.0,1 6 7
1945,2.0,-1.0,1572.0,555.0,1686.0,-58.0,-58.0,-57.0,1 6 7
1946,2.0,-1.0,1098.0,511.0,1923.0,-58.0,-58.0,-57.0,1 6 7
1947,2.0,-1.0,1485.0,589.0,1630.0,-58.0,-58.0,-57.0,1 6 7
1948,2.0,-1.0,1309.0,676.0,1424.0,-58.0,-58.0,-57.0,1 6 7
1949,2.0,-1.0,1628.0,583.0,1609.0,-58.0,-58.0,-57.0,1 6 7
1950,2.0,-1.0,1365.0,320.0,1600.0,-58.0,-58.0,-57.0,1 6 7
1951,2.0,-1.0,1302.0,311.0,2047.0,-58.0,-58.0,-57.0,1 6 7
1952,2.0,-1.0,1567.0,320.0,1572.0,-58.0,-58.0,-57.0,1 6 7
1953,2.0,-1.0,1077.0,320.0,1508.0,-58.0,-58.0,-56.0,1 6 7
1954,2.0,-1.0,1607.0,467.0,1633.0,-58.0,-57.0,-56.0,1 6 7
1955,2.0,-1.0,1314.0,273.0,1923.0,-58.0,-58.0,-57.0,1 6 7
1956,2.0,-1.0,1450.0,436.0,1719.0,-57.0,-57.0,-56.0,1 6 7
1957,2.0,-1.0,1333.0,276.0,2092.0,-58.0,-58.0,-57.0,1 6 7
1958,2.0,-1.0,1541.0,283.0,1780.0,-58.0,-58.0,-56.0,1 6 7
1959,2.0,-1.0,1309.0,617.0,1391.0,-58.0,-58.0,-56.0,1 6 7
1960,2.0,-1.0,1457.0,555.0,1691.0,-58.0,-57.0,-56.0,1 6 7
1961,2.0,-1.0,1513.0,239.0,1897.0,-58.0,-58.0,-56.0,1 6 7
1962,2.0,-1.0,1630.0,461.0,1658.0,-58.0,-58.0,-57.0,1 6 7
1963,2.0,-1.0,1487.0,554.0,1724.0,-58.0,-58.0,-56.0,1 6 7
1964,2.0,-1.0,1405.0,517.0,1478.0,-58.0,-58.0,-56.0,1 6 7
1965,2.0,-1.0,1574.0,555.0,1808.0,-58.0,-58.0,-56.0,1 6 7
1966,2.0,-1.0,1131.0,423.0,1860.0,-58.0,-58.0,-56.0,1 6 7
1967,2.0,-1.0,1633.0,548.0,1804.0,-58.0,-58.0,-56.0,1 6 7
1968,2.0,-1.0,1574.0,636.0,1600.0,-58.0,-58.0,-57.0,1 6 7
1969,2.0,-1.0,1258.0,439.0,1626.0,-58.0,-57.0,-57.0,1 6 7
1970,2.0,-1.0,1515.0,542.0,1836.0,-58.0,-58.0,-56.0,1 6 7
1971,2.0,-1.0,1565.0,345.0,1743.0,-58.0,-58.0,-56.0,1 6 7
1972,2.0,-1.0,1607.0,426.0,1628.0,-58.0,-58.0,-56.0,1 6 7
1973,2.0,-1.0,1220.0,392.0,1836.0,-58.0,-58.0,-56.0,1 6 7
1974,2.0,-1.0,1398.0,539.0,1637.0,-58.0,-58.0,-56.0,1 6 7
1975,2.0,-1.0,1633.0,395.0,1635.0,-58.0,-58.0,-56.0,1 6 7
1976,2.0,-1.0,1602.0,586.0,1752.0,-58.0,-58.0,-56.0,1 6 7
1977,2.0,-1.0,1635.0,498.0,1543.0,-58.0,-58.0,-57.0,1 6 7
1978,2.0,-1.0,1426.0,429.0,1783.0,-58.0,-58.0,-56.0,1 6 7
1979,2.0,-1.0,1433.0,470.0,1698.0,-58.0,-58.0,-56.0,1 6 7
1980,2.0,-1.0,1344.0,508.0,1628.0,-58.0,-58.0,-56.0,1 6 7
1981,2.0,-1.0,1426.0,548.0,1365.0,-58.0,-58.0,-56.0,1 6 7
1982,2.0,-1.0,1424.0,464.0,1839.0,-58.0,-56.0,-55.0,1 6 7
1983,2.0,-1.0,1426.0,392.0,1447.0,-58.0,-57.0,-56.0,1 6 7
1984,2.0,-1.0,1539.0,555.0,1865.0,-58.0,-57.0,-55.0,1 6 7
1985,2.0,-1.0,1304.0,583.0,1743.0,-58.0,-58.0,-55.0,1 6 7
1986,2.0,-1.0,1014.0,586.0,1630.0,-58.0,-58.0,-55.0,1 6 7
1987,2.0,-1.0,1806.0,508.0,1947.0,-58.0,-57.0,-55.0,1 6 7
1988,2.0,-1.0,1750.0,464.0,1658.0,-58.0,-58.0,-55.0,1 6 7
1989,2.0,-1.0,1304.0,517.0,1429.0,-58.0,-58.0,-56.0,1 6 7
1990,2.0,-1.0,1515.0,576.0,1508.0,-58.0,-58.0,-56.0,1 6 7
1991,2.0,-1.0,1480.0,480.0,1574.0,-58.0,-58.0,-56.0,1 6 7
