,X,Y,AP1 RTT(mm),AP6 RTT(mm),AP7 RTT(mm),AP1 RSS(dBm),AP6 RSS(dBm),AP7 RSS(dBm),LOS APs
0,-2.0,-2.0,629.0,2461.0,5636.0,-45.0,-59.0,-69.0,1 6
1,-2.0,-2.0,283.0,2373.0,5551.0,-46.0,-61.0,-69.0,1 6
2,-2.0,-2.0,695.0,2533.0,5493.0,-45.0,-62.0,-69.0,1 6
3,-2.0,-2.0,280.0,2221.0,5753.0,-46.0,-62.0,-69.0,1 6
4,-2.0,-2.0,48.0,2242.0,5615.0,-46.0,-62.0,-69.0,1 6
5,-2.0,-2.0,170.0,2518.0,5352.0,-46.0,-62.0,-69.0,1 6
6,-2.0,-2.0,573.0,2312.0,5526.0,-45.0,-61.0,-69.0,1 6
7,-2.0,-2.0,196.0,2427.0,5584.0,-46.0,-61.0,-69.0,1 6
8,-2.0,-2.0,222.0,2461.0,5378.0,-46.0,-62.0,-69.0,1 6
9,-2.0,-2.0,250.0,2579.0,5228.0,-46.0,-61.0,-69.0,1 6
10,-2.0,-2.0,285.0,2539.0,5176.0,-46.0,-62.0,-69.0,1 6
11,-2.0,-2.0,346.0,2336.0,5645.0,-46.0,-61.0,-69.0,1 6
12,-2.0,-2.0,693.0,2413.0,5380.0,-46.0,-62.0,-68.0,1 6
13,-2.0,-2.0,428.0,2305.0,5174.0,-46.0,-61.0,-68.0,1 6
14,-2.0,-2.0,46.0,2366.0,5200.0,-45.0,-61.0,-69.0,1 6
15,-2.0,-2.0,402.0,2579.0,5528.0,-46.0,-62.0,-69.0,1 6
16,-2.0,-2.0,196.0,2623.0,5497.0,-46.0,-61.0,-69.0,1 6
17,-2.0,-2.0,543.0,2357.0,5493.0,-45.0,-61.0,-69.0,1 6
18,-2.0,-2.0,482.0,2134.0,5697.0,-46.0,-61.0,-69.0,1 6
19,-2.0,-2.0,280.0,2486.0,5577.0,-46.0,-62.0,-69.0,1 6
20,-2.0,-2.0,573.0,2586.0,5820.0,-46.0,-62.0,-68.0,1 6
21,-2.0,-2.0,669.0,2545.0,5732.0,-45.0,-62.0,-69.0,1 6
22,-2.0,-2.0,226.0,2537.0,5350.0,-46.0,-62.0,-69.0,1 6
23,-2.0,-2.0,27.0,2542.0,5612.0,-46.0,-62.0,-69.0,1 6
24,-2.0,-2.0,250.0,2345.0,5434.0,-45.0,-62.0,-68.0,1 6
25,-2.0,-2.0,632.0,2509.0,5758.0,-45.0,-60.0,-69.0,1 6
26,-2.0,-2.0,372.0,2508.0,5054.0,-45.0,-61.0,-68.0,1 6
27,-2.0,-2.0,278.0,2542.0,5322.0,-46.0,-62.0,-68.0,1 6
28,-2.0,-2.0,578.0,2492.0,5286.0,-46.0,-62.0,-68.0,1 6
29,-2.0,-2.0,163.0,2303.0,5289.0,-46.0,-62.0,-69.0,1 6
30,-2.0,-2.0,601.0,2548.0,5441.0,-46.0,-62.0,-69.0,1 6
31,-2.0,-2.0,287.0,2476.0,5704.0,-46.0,-62.0,-68.0,1 6
32,-2.0,-2.0,493.0,2446.0,5322.0,-46.0,-62.0,-69.0,1 6
33,-2.0,-2.0,336.0,2301.0,5202.0,-46.0,-62.0,-68.0,1 6
34,-2.0,-2.0,547.0,2570.0,5411.0,-46.0,-62.0,-68.0,1 6
35,-2.0,-2.0,348.0,2579.0,5293.0,-46.0,-62.0,-69.0,1 6
36,-2.0,-2.0,343.0,2305.0,5526.0,-46.0,-62.0,-68.0,1 6
37,-2.0,-2.0,372.0,2507.0,5558.0,-45.0,-62.0,-68.0,1 6
38,-2.0,-2.0,545.0,2338.0,5113.0,-45.0,-62.0,-68.0,1 6
39,-2.0,-2.0,133.0,2364.0,5472.0,-45.0,-62.0,-68.0,1 6
40,-2.0,-2.0,397.0,2539.0,5523.0,-45.0,-62.0,-68.0,1 6
41,-2.0,-2.0,524.0,2620.0,5026.0,-45.0,-62.0,-69.0,1 6
42,-2.0,-2.0,343.0,2454.0,5230.0,-45.0,-62.0,-68.0,1 6
43,-2.0,-2.0,318.0,2333.0,5265.0,-45.0,-62.0,-68.0,1 6
44,-2.0,-2.0,718.0,2454.0,5174.0,-45.0,-62.0,-68.0,1 6
45,-2.0,-2.0,318.0,2423.0,5699.0,-46.0,-62.0,-68.0,1 6
46,-2.0,-2.0,250.0,2508.0,5146.0,-45.0,-62.0,-69.0,1 6
47,-2.0,-2.0,374.0,2501.0,5139.0,-46.0,-62.0,-69.0,1 6
48,-2.0,-2.0,201.0,2467.0,5523.0,-45.0,-62.0,-68.0,1 6
49,-2.0,-2.0,489.0,2376.0,5554.0,-45.0,-62.0,-69.0,1 6
50,-2.0,-2.0,27.0,2298.0,5704.0,-45.0,-61.0,-68.0,1 6
51,-2.0,-2.0,592.0,2370.0,5286.0,-46.0,-62.0,-69.0,1 6
52,-2.0,-2.0,519.0,2508.0,5289.0,-46.0,-62.0,-68.0,1 6
53,-2.0,-2.0,665.0,2535.0,5729.0,-46.0,-62.0,-69.0,1 6
54,-2.0,-2.0,458.0,2479.0,5406.0,-45.0,-60.0,-68.0,1 6
55,-2.0,-2.0,484.0,2308.0,5617.0,-46.0,-62.0,-69.0,1 6
56,-2.0,-2.0,661.0,2548.0,5083.0,-45.0,-62.0,-68.0,1 6
57,-2.0,-2.0,79.0,2336.0,5406.0,-45.0,-62.0,-69.0,1 6
58,-2.0,-2.0,669.0,2258.0,5200.0,-45.0,-62.0,-69.0,1 6
59,-2.0,-2.0,372.0,2333.0,5031.0,-46.0,-61.0,-68.0,1 6
60,-2.0,-2.0,606.0,2511.0,5230.0,-45.0,-62.0,-69.0,1 6
61,-2.0,-2.0,231.0,2379.0,5293.0,-45.0,-62.0,-68.0,1 6
62,-2.0,-2.0,468.0,2293.0,5734.0,-46.0,-62.0,-69.0,1 6
63,-2.0,-2.0,632.0,2586.0,5465.0,-46.0,-62.0,-69.0,1 6
64,-2.0,-2.0,135.0,2683.0,5704.0,-46.0,-62.0,-68.0,1 6
65,-2.0,-2.0,252.0,2620.0,5202.0,-46.0,-62.0,-69.0,1 6
66,-2.0,-2.0,522.0,2511.0,5347.0,-46.0,-62.0,-69.0,1 6
67,-2.0,-2.0,407.0,2586.0,5380.0,-46.0,-62.0,-69.0,1 6
68,-2.0,-2.0,198.0,2605.0,4907.0,-46.0,-62.0,-69.0,1 6
69,-2.0,-2.0,372.0,2483.0,5376.0,-46.0,-62.0,-69.0,1 6
70,-2.0,-2.0,348.0,2533.0,5584.0,-45.0,-62.0,-69.0,1 6
71,-2.0,-2.0,259.0,2629.0,5345.0,-46.0,-62.0,-68.0,1 6
72,-2.0,-2.0,133.0,2565.0,5434.0,-46.0,-62.0,-68.0,1 6
73,-2.0,-2.0,313.0,2422.0,5612.0,-46.0,-62.0,-68.0,1 6
74,-2.0,-2.0,313.0,2366.0,5669.0,-46.0,-62.0,-68.0,1 6
75,-2.0,-2.0,292.0,2645.0,5500.0,-46.0,-62.0,-68.0,1 6
76,-2.0,-2.0,-37.0,2589.0,5385.0,-46.0,-61.0,-69.0,1 6
77,-2.0,-2.0,311.0,2458.0,6173.0,-46.0,-62.0,-68.0,1 6
78,-2.0,-2.0,491.0,2567.0,6255.0,-46.0,-61.0,-68.0,1 6
79,-2.0,-2.0,662.0,2586.0,5586.0,-46.0,-61.0,-69.0,1 6
80,-2.0,-2.0,102.0,2282.0,5172.0,-46.0,-60.0,-68.0,1 6
81,-2.0,-2.0,463.0,2576.0,5929.0,-46.0,-62.0,-69.0,1 6
82,-2.0,-2.0,606.0,2474.0,5610.0,-46.0,-62.0,-69.0,1 6
83,-2.0,-2.0,229.0,2542.0,6095.0,-46.0,-62.0,-68.0,1 6
84,-2.0,-2.0,306.0,2589.0,6008.0,-46.0,-62.0,-68.0,1 6
85,-2.0,-2.0,346.0,2648.0,6220.0,-46.0,-62.0,-69.0,1 6
86,-2.0,-2.0,545.0,2368.0,5970.0,-46.0,-60.0,-68.0,1 6
87,-2.0,-2.0,489.0,2336.0,5579.0,-46.0,-61.0,-68.0,1 6
88,-2.0,-2.0,311.0,2537.0,5139.0,-46.0,-61.0,-69.0,1 6
89,-2.0,-2.0,81.0,2390.0,5526.0,-46.0,-62.0,-69.0,1 6
90,-2.0,-2.0,430.0,2589.0,5200.0,-46.0,-61.0,-69.0,1 6
91,-2.0,-2.0,369.0,2282.0,5765.0,-46.0,-61.0,-69.0,1 6
92,-2.0,-2.0,489.0,2427.0,5350.0,-46.0,-61.0,-69.0,1 6
93,-2.0,-2.0,407.0,2308.0,5697.0,-46.0,-62.0,-69.0,1 6
94,-2.0,-2.0,428.0,2518.0,5347.0,-46.0,-61.0,-69.0,1 6
95,-2.0,-2.0,697.0,2516.0,5968.0,-46.0,-62.0,-69.0,1 6
96,-2.0,-2.0,278.0,2629.0,5347.0,-46.0,-61.0,-69.0,1 6
97,-2.0,-2.0,667.0,2502.0,5406.0,-46.0,-62.0,-69.0,1 6
98,-2.0,-2.0,545.0,2443.0,6217.0,-46.0,-62.0,-69.0,1 6
99,-2.0,-2.0,519.0,2189.0,5202.0,-46.0,-62.0,-69.0,1 6
100,-2.0,-2.0,280.0,2488.0,5235.0,-46.0,-62.0,-69.0,1 6
101,-2.0,-2.0,15.0,2312.0,5638.0,-46.0,-61.0,-69.0,1 6
102,-2.0,-2.0,639.0,2589.0,5172.0,-46.0,-61.0,-69.0,1 6
103,-2.0,-2.0,280.0,2573.0,5987.0,-46.0,-61.0,-69.0,1 6
104,-2.0,-2.0,254.0,2518.0,5352.0,-46.0,-62.0,-69.0,1 6
105,-2.0,-2.0,379.0,2658.0,5502.0,-46.0,-62.0,-69.0,1 6
106,-2.0,-2.0,280.0,2390.0,5024.0,-46.0,-62.0,-69.0,1 6
107,-2.0,-2.0,196.0,2617.0,5261.0,-46.0,-61.0,-69.0,1 6
108,-2.0,-2.0,250.0,2420.0,6014.0,-46.0,-62.0,-69.0,1 6
109,-2.0,-2.0,489.0,2603.0,5854.0,-46.0,-62.0,-68.0,1 6
110,-2.0,-2.0,367.0,2516.0,5779.0,-46.0,-62.0,-68.0,1 6
111,-2.0,-2.0,626.0,2547.0,6101.0,-46.0,-62.0,-68.0,1 6
112,-2.0,-2.0,311.0,2305.0,5289.0,-46.0,-62.0,-69.0,1 6
113,-2.0,-2.0,376.0,2279.0,5322.0,-46.0,-62.0,-69.0,1 6
114,-2.0,-2.0,222.0,2387.0,5854.0,-46.0,-62.0,-69.0,1 6
115,-2.0,-2.0,515.0,2598.0,5172.0,-46.0,-62.0,-69.0,1 6
116,-2.0,-2.0,343.0,2593.0,5228.0,-46.0,-62.0,-68.0,1 6
117,-2.0,-2.0,339.0,2474.0,6008.0,-46.0,-61.0,-68.0,1 6
118,-2.0,-2.0,339.0,2486.0,6170.0,-46.0,-62.0,-68.0,1 6
119,-2.0,-2.0,491.0,2371.0,6130.0,-46.0,-60.0,-69.0,1 6
120,-2.0,-1.0,611.0,2654.0,3503.0,-47.0,-61.0,-67.0,1 6
121,-2.0,-1.0,576.0,2453.0,3475.0,-48.0,-64.0,-69.0,1 6
122,-2.0,-1.0,461.0,2596.0,3688.0,-48.0,-63.0,-68.0,1 6
123,-2.0,-1.0,76.0,2570.0,3625.0,-48.0,-63.0,-68.0,1 6
124,-2.0,-1.0,339.0,2458.0,3482.0,-48.0,-63.0,-68.0,1 6
125,-2.0,-1.0,372.0,2920.0,3360.0,-48.0,-63.0,-69.0,1 6
126,-2.0,-1.0,397.0,2385.0,3097.0,-48.0,-63.0,-69.0,1 6
127,-2.0,-1.0,693.0,2886.0,3533.0,-48.0,-62.0,-69.0,1 6
128,-2.0,-1.0,285.0,2687.0,3737.0,-48.0,-63.0,-69.0,1 6
129,-2.0,-1.0,222.0,2739.0,3383.0,-48.0,-63.0,-69.0,1 6
130,-2.0,-1.0,573.0,2392.0,3191.0,-48.0,-63.0,-69.0,1 6
131,-2.0,-1.0,547.0,2460.0,3503.0,-48.0,-63.0,-69.0,1 6
132,-2.0,-1.0,756.0,2533.0,3592.0,-48.0,-63.0,-69.0,1 6
133,-2.0,-1.0,522.0,2745.0,3531.0,-48.0,-62.0,-69.0,1 6
134,-2.0,-1.0,777.0,2708.0,3653.0,-48.0,-63.0,-69.0,1 6
135,-2.0,-1.0,436.0,2683.0,3271.0,-49.0,-63.0,-69.0,1 6
136,-2.0,-1.0,580.0,2500.0,3154.0,-48.0,-63.0,-69.0,1 6
137,-2.0,-1.0,433.0,2589.0,3503.0,-48.0,-64.0,-69.0,1 6
138,-2.0,-1.0,843.0,2343.0,3271.0,-48.0,-61.0,-69.0,1 6
139,-2.0,-1.0,133.0,2544.0,3182.0,-48.0,-63.0,-69.0,1 6
140,-2.0,-1.0,270.0,2742.0,3276.0,-48.0,-63.0,-68.0,1 6
141,-2.0,-1.0,81.0,2565.0,3449.0,-48.0,-63.0,-69.0,1 6
142,-2.0,-1.0,456.0,2736.0,3505.0,-48.0,-63.0,-69.0,1 6
143,-2.0,-1.0,636.0,2518.0,3442.0,-48.0,-63.0,-69.0,1 6
144,-2.0,-1.0,599.0,2736.0,3154.0,-47.0,-62.0,-68.0,1 6
145,-2.0,-1.0,634.0,2811.0,3505.0,-48.0,-63.0,-69.0,1 6
146,-2.0,-1.0,636.0,2577.0,3245.0,-48.0,-63.0,-69.0,1 6
147,-2.0,-1.0,343.0,2808.0,3533.0,-48.0,-63.0,-69.0,1 6
148,-2.0,-1.0,636.0,2652.0,3205.0,-48.0,-63.0,-69.0,1 6
149,-2.0,-1.0,512.0,2746.0,3186.0,-48.0,-63.0,-69.0,1 6
150,-2.0,-1.0,165.0,2741.0,3416.0,-48.0,-63.0,-68.0,1 6
151,-2.0,-1.0,257.0,2773.0,3658.0,-48.0,-63.0,-69.0,1 6
152,-2.0,-1.0,512.0,2711.0,3505.0,-48.0,-63.0,-68.0,1 6
153,-2.0,-1.0,662.0,2683.0,3505.0,-48.0,-63.0,-68.0,1 6
154,-2.0,-1.0,259.0,2773.0,3069.0,-48.0,-63.0,-69.0,1 6
155,-2.0,-1.0,290.0,2483.0,3182.0,-48.0,-63.0,-69.0,1 6
156,-2.0,-1.0,458.0,2601.0,3625.0,-48.0,-63.0,-69.0,1 6
157,-2.0,-1.0,311.0,2870.0,3597.0,-48.0,-64.0,-69.0,1 6
158,-2.0,-1.0,229.0,2883.0,3482.0,-48.0,-63.0,-69.0,1 6
159,-2.0,-1.0,287.0,2629.0,3358.0,-48.0,-63.0,-69.0,1 6
160,-2.0,-1.0,636.0,2460.0,3449.0,-48.0,-62.0,-69.0,1 6
161,-2.0,-1.0,423.0,2811.0,3154.0,-48.0,-63.0,-69.0,1 6
162,-2.0,-1.0,840.0,2698.0,3625.0,-48.0,-64.0,-69.0,1 6
163,-2.0,-1.0,700.0,2804.0,3625.0,-48.0,-63.0,-69.0,1 6
164,-2.0,-1.0,400.0,2420.0,3599.0,-47.0,-62.0,-70.0,1 6
165,-2.0,-1.0,343.0,2186.0,3332.0,-48.0,-65.0,-67.0,1 6
166,-2.0,-1.0,508.0,2596.0,3212.0,-48.0,-62.0,-67.0,1 6
167,-2.0,-1.0,343.0,2528.0,3358.0,-48.0,-63.0,-68.0,1 6
168,-2.0,-1.0,606.0,2418.0,3444.0,-49.0,-62.0,-68.0,1 6
169,-2.0,-1.0,351.0,2742.0,3620.0,-53.0,-59.0,-73.0,1 6
170,-2.0,-1.0,665.0,2354.0,3862.0,-52.0,-60.0,-71.0,1 6
171,-2.0,-1.0,704.0,2773.0,3501.0,-52.0,-60.0,-72.0,1 6
172,-2.0,-1.0,826.0,2753.0,3030.0,-53.0,-59.0,-71.0,1 6
173,-2.0,-1.0,580.0,2863.0,3149.0,-53.0,-59.0,-70.0,1 6
174,-2.0,-1.0,838.0,2593.0,3208.0,-53.0,-60.0,-70.0,1 6
175,-2.0,-1.0,723.0,2397.0,3735.0,-55.0,-59.0,-71.0,1 6
176,-2.0,-1.0,524.0,2577.0,3887.0,-53.0,-61.0,-70.0,1 6
177,-2.0,-1.0,580.0,2247.0,3711.0,-53.0,-61.0,-70.0,1 6
178,-2.0,-1.0,252.0,2572.0,4152.0,-53.0,-60.0,-69.0,1 6
179,-2.0,-1.0,552.0,2804.0,4037.0,-52.0,-60.0,-69.0,1 6
180,-2.0,-1.0,259.0,2808.0,3831.0,-53.0,-60.0,-69.0,1 6
181,-2.0,-1.0,257.0,2540.0,3855.0,-53.0,-59.0,-70.0,1 6
182,-2.0,-1.0,728.0,2718.0,3855.0,-52.0,-58.0,-69.0,1 6
183,-2.0,-1.0,318.0,2800.0,3798.0,-52.0,-59.0,-69.0,1 6
184,-2.0,-1.0,400.0,2879.0,3946.0,-52.0,-59.0,-69.0,1 6
185,-2.0,-1.0,552.0,2667.0,3829.0,-52.0,-60.0,-69.0,1 6
186,-2.0,-1.0,817.0,2502.0,3477.0,-52.0,-59.0,-69.0,1 6
187,-2.0,-1.0,639.0,2711.0,3742.0,-52.0,-59.0,-69.0,1 6
188,-2.0,-1.0,393.0,2858.0,3599.0,-52.0,-59.0,-69.0,1 6
189,-2.0,-1.0,693.0,2773.0,3597.0,-53.0,-59.0,-69.0,1 6
190,-2.0,-1.0,423.0,2851.0,3890.0,-52.0,-59.0,-69.0,1 6
191,-2.0,-1.0,580.0,2586.0,3688.0,-52.0,-59.0,-69.0,1 6
192,-2.0,-1.0,604.0,2626.0,3772.0,-52.0,-59.0,-69.0,1 6
193,-2.0,-1.0,662.0,2540.0,3711.0,-52.0,-59.0,-69.0,1 6
194,-2.0,-1.0,688.0,2967.0,3041.0,-53.0,-61.0,-72.0,1 6
195,-2.0,-1.0,461.0,2331.0,3362.0,-52.0,-60.0,-68.0,1 6
196,-2.0,-1.0,554.0,2922.0,3686.0,-52.0,-61.0,-71.0,1 6
197,-2.0,-1.0,723.0,2800.0,3217.0,-52.0,-62.0,-71.0,1 6
198,-2.0,-1.0,283.0,2654.0,3276.0,-50.0,-61.0,-70.0,1 6
199,-2.0,-1.0,222.0,2518.0,3421.0,-49.0,-59.0,-71.0,1 6
200,-2.0,-1.0,578.0,2624.0,3329.0,-52.0,-61.0,-69.0,1 6
201,-2.0,-1.0,693.0,2507.0,3421.0,-50.0,-62.0,-69.0,1 6
202,-2.0,-1.0,339.0,2633.0,3627.0,-48.0,-63.0,-66.0,1 6
203,-2.0,-1.0,346.0,2542.0,3592.0,-48.0,-63.0,-68.0,1 6
204,-2.0,-1.0,451.0,2589.0,3831.0,-48.0,-64.0,-69.0,1 6
205,-2.0,-1.0,473.0,2247.0,3627.0,-48.0,-63.0,-69.0,1 6
206,-2.0,-1.0,386.0,2394.0,3801.0,-48.0,-63.0,-69.0,1 6
207,-2.0,-1.0,508.0,2622.0,3826.0,-48.0,-63.0,-69.0,1 6
208,-2.0,-1.0,437.0,2695.0,3655.0,-48.0,-63.0,-69.0,1 6
209,-2.0,-1.0,536.0,2601.0,3451.0,-48.0,-64.0,-69.0,1 6
210,-2.0,-1.0,467.0,2242.0,3536.0,-48.0,-64.0,-69.0,1 6
211,-2.0,-1.0,386.0,2511.0,3327.0,-48.0,-64.0,-69.0,1 6
212,-2.0,-1.0,504.0,2535.0,3503.0,-48.0,-64.0,-69.0,1 6
213,-2.0,-1.0,389.0,2736.0,3505.0,-48.0,-64.0,-69.0,1 6
214,-2.0,-1.0,372.0,2611.0,3533.0,-48.0,-64.0,-69.0,1 6
215,-2.0,-1.0,461.0,2586.0,3740.0,-48.0,-64.0,-69.0,1 6
216,-2.0,-1.0,554.0,2711.0,3768.0,-48.0,-64.0,-68.0,1 6
217,-2.0,-1.0,465.0,2773.0,3479.0,-48.0,-63.0,-69.0,1 6
218,-2.0,-1.0,278.0,2631.0,3627.0,-48.0,-63.0,-69.0,1 6
219,-2.0,-1.0,346.0,2308.0,3803.0,-48.0,-63.0,-69.0,1 6
220,-2.0,-1.0,470.0,2537.0,3627.0,-49.0,-63.0,-68.0,1 6
221,-2.0,-1.0,578.0,2481.0,3479.0,-48.0,-64.0,-69.0,1 6
222,-2.0,-1.0,283.0,2509.0,3266.0,-48.0,-63.0,-70.0,1 6
223,-2.0,-1.0,626.0,2586.0,3533.0,-48.0,-63.0,-70.0,1 6
224,-2.0,-1.0,606.0,2695.0,3599.0,-49.0,-63.0,-69.0,1 6
225,-2.0,-1.0,545.0,2626.0,3536.0,-48.0,-64.0,-69.0,1 6
226,-2.0,-1.0,583.0,2698.0,3304.0,-48.0,-62.0,-69.0,1 6
227,-2.0,-1.0,578.0,2729.0,3709.0,-48.0,-63.0,-69.0,1 6
228,-2.0,-1.0,539.0,2392.0,3772.0,-48.0,-64.0,-69.0,1 6
229,-2.0,-1.0,633.0,2540.0,3358.0,-48.0,-63.0,-69.0,1 6
230,-2.0,-1.0,667.0,2631.0,3655.0,-48.0,-63.0,-70.0,1 6
231,-2.0,-1.0,718.0,2708.0,3822.0,-48.0,-63.0,-69.0,1 6
232,-2.0,-1.0,820.0,2690.0,3831.0,-48.0,-63.0,-69.0,1 6
233,-2.0,-1.0,454.0,2218.0,3566.0,-49.0,-63.0,-69.0,1 6
234,-2.0,-1.0,372.0,2387.0,3533.0,-49.0,-63.0,-69.0,1 6
235,-2.0,-1.0,376.0,2277.0,3418.0,-49.0,-63.0,-69.0,1 6
236,-2.0,-1.0,701.0,2483.0,3735.0,-48.0,-63.0,-69.0,1 6
237,-2.0,-1.0,708.0,2420.0,3217.0,-49.0,-61.0,-69.0,1 6
238,-2.0,-1.0,704.0,2160.0,3683.0,-49.0,-63.0,-69.0,1 6
239,-2.0,-1.0,579.0,2561.0,3683.0,-49.0,-63.0,-70.0,1 6
240,-2.0,0.0,1426.0,2713.0,1921.0,-49.0,-63.0,-58.0,1 6
241,-2.0,0.0,1600.0,2650.0,1979.0,-52.0,-64.0,-59.0,1 6
242,-2.0,0.0,1274.0,2896.0,1801.0,-51.0,-62.0,-58.0,1 6
243,-2.0,0.0,1372.0,2690.0,1954.0,-51.0,-63.0,-60.0,1 6
244,-2.0,0.0,1511.0,2652.0,2010.0,-52.0,-65.0,-61.0,1 6
245,-2.0,0.0,1389.0,2856.0,2148.0,-51.0,-66.0,-61.0,1 6
246,-2.0,0.0,1398.0,2657.0,2132.0,-51.0,-66.0,-61.0,1 6
247,-2.0,0.0,1105.0,2987.0,1977.0,-50.0,-63.0,-60.0,1 6
248,-2.0,0.0,981.0,2661.0,1865.0,-50.0,-64.0,-60.0,1 6
249,-2.0,0.0,1403.0,2687.0,1719.0,-51.0,-65.0,-60.0,1 6
250,-2.0,0.0,988.0,2741.0,2010.0,-51.0,-65.0,-60.0,1 6
251,-2.0,0.0,1607.0,2577.0,1808.0,-52.0,-64.0,-60.0,1 6
252,-2.0,0.0,1314.0,2748.0,2218.0,-51.0,-65.0,-61.0,1 6
253,-2.0,0.0,1391.0,2425.0,2071.0,-52.0,-65.0,-60.0,1 6
254,-2.0,0.0,1398.0,2453.0,2160.0,-52.0,-65.0,-60.0,1 6
255,-2.0,0.0,784.0,2563.0,1776.0,-52.0,-63.0,-60.0,1 6
256,-2.0,0.0,1105.0,2922.0,1980.0,-52.0,-65.0,-60.0,1 6
257,-2.0,0.0,1108.0,2807.0,2127.0,-51.0,-63.0,-59.0,1 6
258,-2.0,0.0,1098.0,2535.0,2015.0,-51.0,-65.0,-60.0,1 6
259,-2.0,0.0,1161.0,2779.0,1804.0,-52.0,-65.0,-60.0,1 6
260,-2.0,0.0,1459.0,2479.0,2132.0,-52.0,-65.0,-60.0,1 6
261,-2.0,0.0,1457.0,2511.0,1804.0,-51.0,-65.0,-60.0,1 6
262,-2.0,0.0,1372.0,2563.0,2099.0,-51.0,-65.0,-61.0,1 6
263,-2.0,0.0,1258.0,2741.0,2155.0,-51.0,-65.0,-60.0,1 6
264,-2.0,0.0,1539.0,2713.0,2155.0,-51.0,-65.0,-60.0,1 6
265,-2.0,0.0,1569.0,2739.0,1979.0,-51.0,-65.0,-60.0,1 6
266,-2.0,0.0,1154.0,2683.0,2226.0,-50.0,-65.0,-60.0,1 6
267,-2.0,0.0,1185.0,2488.0,1686.0,-50.0,-64.0,-60.0,1 6
268,-2.0,0.0,1368.0,2722.0,1743.0,-51.0,-65.0,-61.0,1 6
269,-2.0,0.0,1311.0,2504.0,2160.0,-50.0,-65.0,-60.0,1 6
270,-2.0,0.0,1185.0,2772.0,1750.0,-50.0,-65.0,-60.0,1 6
271,-2.0,0.0,1044.0,2657.0,2010.0,-50.0,-64.0,-60.0,1 6
272,-2.0,0.0,1225.0,2720.0,1921.0,-50.0,-65.0,-60.0,1 6
273,-2.0,0.0,1337.0,2817.0,2010.0,-50.0,-62.0,-58.0,1 6
274,-2.0,0.0,1154.0,2830.0,1954.0,-52.0,-64.0,-60.0,1 6
275,-2.0,0.0,1433.0,2769.0,1867.0,-52.0,-65.0,-60.0,1 6
276,-2.0,0.0,1363.0,2565.0,1834.0,-51.0,-65.0,-60.0,1 6
277,-2.0,0.0,1185.0,2833.0,2181.0,-51.0,-66.0,-61.0,1 6
278,-2.0,0.0,1101.0,2624.0,2155.0,-51.0,-66.0,-61.0,1 6
279,-2.0,0.0,1129.0,2891.0,1832.0,-51.0,-66.0,-61.0,1 6
280,-2.0,0.0,1572.0,2633.0,2038.0,-51.0,-65.0,-60.0,1 6
281,-2.0,0.0,1335.0,2565.0,1984.0,-51.0,-66.0,-60.0,1 6
282,-2.0,0.0,981.0,2830.0,2010.0,-51.0,-65.0,-61.0,1 6
283,-2.0,0.0,1049.0,2751.0,2071.0,-52.0,-66.0,-60.0,1 6
284,-2.0,0.0,1337.0,2572.0,2064.0,-52.0,-66.0,-60.0,1 6
285,-2.0,0.0,1070.0,2722.0,1628.0,-52.0,-66.0,-61.0,1 6
286,-2.0,0.0,1480.0,2708.0,1888.0,-52.0,-66.0,-60.0,1 6
287,-2.0,0.0,1337.0,2746.0,1897.0,-52.0,-66.0,-61.0,1 6
288,-2.0,0.0,1077.0,2654.0,2043.0,-52.0,-64.0,-61.0,1 6
289,-2.0,0.0,1604.0,2624.0,1923.0,-52.0,-66.0,-60.0,1 6
290,-2.0,0.0,1314.0,2919.0,2010.0,-52.0,-66.0,-60.0,1 6
291,-2.0,0.0,1243.0,2570.0,1684.0,-52.0,-66.0,-61.0,1 6
292,-2.0,0.0,1401.0,2945.0,1977.0,-52.0,-66.0,-61.0,1 6
293,-2.0,0.0,1459.0,2593.0,2094.0,-51.0,-65.0,-58.0,1 6
294,-2.0,0.0,1426.0,2807.0,2129.0,-52.0,-66.0,-60.0,1 6
295,-2.0,0.0,1136.0,2690.0,2158.0,-52.0,-66.0,-60.0,1 6
296,-2.0,0.0,1018.0,2751.0,2179.0,-52.0,-66.0,-61.0,1 6
297,-2.0,0.0,1459.0,2654.0,1717.0,-52.0,-65.0,-60.0,1 6
298,-2.0,0.0,1363.0,2830.0,2158.0,-52.0,-65.0,-60.0,1 6
299,-2.0,0.0,1136.0,2371.0,2099.0,-52.0,-65.0,-60.0,1 6
300,-2.0,0.0,1419.0,2544.0,2229.0,-52.0,-65.0,-61.0,1 6
301,-2.0,0.0,925.0,2919.0,2117.0,-52.0,-66.0,-60.0,1 6
302,-2.0,0.0,1075.0,2776.0,1865.0,-52.0,-66.0,-60.0,1 6
303,-2.0,0.0,1227.0,2858.0,2038.0,-52.0,-66.0,-60.0,1 6
304,-2.0,0.0,1300.0,2739.0,2038.0,-52.0,-66.0,-60.0,1 6
305,-2.0,0.0,1248.0,2772.0,1717.0,-52.0,-66.0,-60.0,1 6
306,-2.0,0.0,1197.0,2659.0,1949.0,-52.0,-66.0,-60.0,1 6
307,-2.0,0.0,1218.0,2685.0,1808.0,-52.0,-66.0,-60.0,1 6
308,-2.0,0.0,1082.0,2833.0,1921.0,-52.0,-66.0,-60.0,1 6
